Annual_Income,Monthly_Average_Spend,Transactions_Per_Month,Online_Offline_Spend_Ratio,Travel_Spend_Ratio,Dining_Spend_Ratio,Transaction_Summary,Reward_Tier
822938,43636,17,0.16,0.0,0.41,fine dining,Gold
863060,62014,84,0.24,0.21,0.02,grocery shopping,Gold
770942,31875,34,0.46,0.45,0.34,hotel stay & restaurant visit,Basic
853678,52839,35,0.19,0.58,0.12,hotel stay,Gold
1194529,56274,9,0.58,0.26,0.13,online shopping,Gold
1046362,20307,36,0.48,0.22,0.36,fine dining,Basic
1017288,62165,20,0.52,0.27,0.4,restaurant visit & online shopping,Gold
686115,76918,77,0.13,0.26,0.19,international travel,Basic
577689,46507,26,0.52,0.38,0.4,flight booking & restaurant visit & online shopping,Platinum
1038825,77203,68,0.05,0.44,0.22,international travel,Gold
1019011,46206,48,0.88,0.47,0.43,international travel & restaurant visit & electronics purchase,Gold
1168167,66991,44,0.34,0.39,0.01,international travel,Gold
649004,5628,41,0.86,0.26,0.04,online shopping,Basic
742612,98375,82,0.7,0.57,0.39,flight booking & restaurant visit & electronics purchase,Gold
390128,79909,20,0.77,0.43,0.31,flight booking & fine dining & online shopping,Basic
701882,44307,47,0.31,0.26,0.28,grocery shopping,Gold
1049142,10558,88,0.23,0.27,0.31,restaurant visit,Basic
683376,55760,67,0.41,0.49,0.47,flight booking & fine dining,Basic
960119,21121,19,0.02,0.26,0.33,fine dining,Basic
752374,58897,48,0.92,0.31,0.32,hotel stay & fine dining & online shopping,Gold
881014,58231,94,0.39,0.17,0.38,fine dining,Gold
513077,31171,13,0.99,0.5,0.43,hotel stay & fine dining & online shopping,Basic
821302,72419,69,0.76,0.31,0.13,international travel & electronics purchase,Gold
200000,66111,48,0.08,0.33,0.31,international travel & restaurant visit,Basic
753275,69516,24,0.66,0.53,0.29,hotel stay & online shopping,Gold
392381,50177,74,0.27,0.55,0.07,international travel,Platinum
1101498,21689,78,0.24,0.49,0.26,international travel,Basic
994351,69557,37,0.26,0.04,0.03,online shopping,Gold
916667,44592,84,0.92,0.27,0.09,online shopping,Gold
1180251,22204,10,0.5,0.21,0.46,restaurant visit,Basic
562770,77040,87,0.67,0.13,0.06,electronics purchase,Basic
1236840,91988,35,0.28,0.55,0.29,hotel stay,Gold
1033047,49175,70,0.52,0.53,0.16,international travel & online shopping,Gold
740861,93182,22,0.35,0.28,0.28,online shopping,Gold
1083905,51826,32,0.32,0.08,0.12,fine dining,Gold
523426,42390,72,0.25,0.01,0.22,electronics purchase,Basic
593871,37390,69,0.41,0.26,0.43,restaurant visit,Basic
647852,82741,84,0.66,0.02,0.19,online shopping,Basic
667755,34397,49,0.22,0.37,0.18,flight booking,Basic
535860,64705,62,0.97,0.37,0.22,hotel stay & electronics purchase,Basic
1105770,38816,51,0.12,0.54,0.05,hotel stay,Basic
735286,40793,70,0.48,0.11,0.19,grocery shopping,Gold
888126,70604,56,0.09,0.22,0.0,flight booking,Gold
657412,42399,40,0.02,0.52,0.25,international travel,Basic
344849,41904,5,0.92,0.28,0.42,fine dining & online shopping,Basic
867514,72656,43,0.81,0.04,0.28,online shopping,Gold
321936,81947,91,0.69,0.07,0.3,restaurant visit & online shopping,Basic
782841,62893,94,0.87,0.49,0.02,international travel & electronics purchase,Gold
457921,36904,79,0.8,0.45,0.43,hotel stay & restaurant visit & online shopping,Basic
1296818,39787,5,0.65,0.53,0.19,flight booking & electronics purchase,Basic
1027840,51598,79,0.85,0.07,0.49,restaurant visit & electronics purchase,Gold
826438,56418,92,0.39,0.46,0.06,international travel,Gold
1115926,30242,78,0.55,0.39,0.47,hotel stay & restaurant visit & electronics purchase,Basic
588421,64460,18,0.78,0.14,0.32,restaurant visit & online shopping,Basic
935869,51710,82,0.08,0.58,0.03,hotel stay,Gold
849952,15685,75,0.86,0.34,0.49,international travel & restaurant visit & online shopping,Basic
866005,31421,27,0.16,0.54,0.01,hotel stay,Basic
1118088,39917,47,0.86,0.52,0.37,international travel & restaurant visit & electronics purchase,Basic
983123,48542,26,0.31,0.2,0.44,restaurant visit,Gold
872180,87785,64,0.33,0.32,0.09,international travel,Gold
386278,54763,31,0.07,0.26,0.17,fuel refill,Basic
559988,33184,60,0.89,0.43,0.28,international travel & electronics purchase,Basic
769322,54412,6,0.17,0.35,0.34,international travel & fine dining,Gold
823343,42958,43,0.63,0.47,0.44,international travel & fine dining & online shopping,Gold
517449,56495,55,0.64,0.01,0.38,restaurant visit & online shopping,Basic
1402919,61611,23,0.28,0.41,0.18,flight booking,Gold
1179098,74184,66,0.99,0.19,0.41,fine dining & electronics purchase,Platinum
950529,49514,75,0.06,0.13,0.48,restaurant visit,Gold
818009,82779,80,0.61,0.48,0.11,international travel & online shopping,Gold
746947,68160,71,0.48,0.05,0.04,fine dining,Gold
562020,35851,67,0.25,0.14,0.21,online shopping,Basic
819370,94197,9,0.16,0.12,0.44,fine dining,Gold
864438,56539,76,0.74,0.25,0.08,online shopping,Gold
489559,33297,82,0.92,0.19,0.44,fine dining & electronics purchase,Basic
883544,83058,65,0.11,0.43,0.5,international travel & restaurant visit,Gold
761185,91555,75,0.19,0.42,0.03,flight booking,Gold
323048,49339,11,0.99,0.2,0.25,online shopping,Basic
584903,39926,54,0.02,0.26,0.16,electronics purchase,Basic
696598,46552,50,0.51,0.12,0.2,online shopping,Basic
1271921,64294,76,0.52,0.4,0.23,hotel stay & online shopping,Gold
939138,75557,80,0.26,0.24,0.37,fine dining,Gold
466129,61409,78,0.66,0.08,0.3,electronics purchase,Basic
921509,52034,18,0.94,0.08,0.48,restaurant visit & electronics purchase,Gold
413174,79960,77,0.45,0.19,0.17,international travel,Basic
1070672,43743,98,0.75,0.45,0.27,flight booking & online shopping,Gold
682218,70618,73,0.65,0.02,0.41,restaurant visit & electronics purchase,Basic
776590,44238,69,0.47,0.15,0.19,flight booking,Gold
1131449,58620,69,0.05,0.1,0.23,grocery shopping,Gold
478209,47728,61,0.74,0.57,0.34,international travel & restaurant visit & online shopping,Basic
450720,48882,66,0.36,0.42,0.43,flight booking & fine dining,Basic
654100,42452,24,0.22,0.14,0.21,international travel,Platinum
1059594,76897,79,0.95,0.12,0.27,online shopping,Gold
420163,35341,30,0.77,0.51,0.49,international travel & fine dining & electronics purchase,Basic
200000,35195,48,0.96,0.11,0.02,online shopping,Basic
687210,92419,71,0.26,0.6,0.22,international travel,Basic
937935,69556,74,0.84,0.17,0.32,fine dining & online shopping,Gold
1100065,5000,66,0.61,0.05,0.0,online shopping,Basic
684209,38694,49,0.98,0.41,0.3,hotel stay & electronics purchase,Basic
697143,13760,15,0.95,0.37,0.03,hotel stay & electronics purchase,Basic
1088475,30986,76,0.97,0.6,0.43,hotel stay & fine dining & online shopping,Basic
332564,5000,97,0.95,0.48,0.4,international travel & fine dining & online shopping,Platinum
702869,47260,78,0.01,0.26,0.02,movie tickets,Gold
847605,27161,38,0.74,0.41,0.02,hotel stay & electronics purchase,Basic
912304,51198,92,0.27,0.49,0.38,hotel stay & restaurant visit,Gold
672548,17497,50,0.71,0.31,0.18,flight booking & online shopping,Basic
808610,51658,85,0.98,0.16,0.29,electronics purchase,Gold
200000,41701,36,0.04,0.13,0.14,online shopping,Basic
635437,80039,79,0.57,0.18,0.09,online shopping,Basic
913377,78227,92,0.73,0.51,0.15,hotel stay & online shopping,Gold
554426,65706,9,0.25,0.23,0.12,online shopping,Basic
814746,43467,67,0.23,0.17,0.22,movie tickets,Gold
911718,89707,33,0.06,0.48,0.37,flight booking & fine dining,Gold
714362,18939,52,0.09,0.02,0.28,movie tickets,Basic
842615,21928,20,0.66,0.36,0.3,hotel stay & restaurant visit & online shopping,Basic
559316,48324,29,0.51,0.52,0.24,international travel & electronics purchase,Basic
748347,95080,76,0.03,0.25,0.16,movie tickets,Gold
952554,45953,33,0.97,0.16,0.07,electronics purchase,Gold
839243,46335,56,0.66,0.3,0.18,electronics purchase,Gold
653367,21161,50,0.52,0.43,0.33,hotel stay & restaurant visit & online shopping,Basic
856054,68918,29,0.27,0.31,0.37,hotel stay & restaurant visit,Gold
978652,69063,27,0.66,0.0,0.23,electronics purchase,Gold
287514,65781,38,0.36,0.05,0.32,fine dining,Basic
1089768,37415,71,0.7,0.43,0.11,hotel stay & online shopping,Basic
715936,35865,98,0.68,0.24,0.43,restaurant visit & online shopping,Basic
906372,24137,38,0.09,0.47,0.43,hotel stay & fine dining,Basic
1099311,51677,36,0.91,0.39,0.16,international travel & online shopping,Gold
457081,28391,33,0.49,0.35,0.27,hotel stay,Basic
622639,26451,13,0.39,0.54,0.3,hotel stay & restaurant visit,Basic
727862,41526,70,0.96,0.01,0.24,online shopping,Platinum
604061,40216,61,0.44,0.09,0.46,restaurant visit,Basic
1233734,39240,43,0.72,0.37,0.37,flight booking & restaurant visit & online shopping,Basic
585806,59328,11,0.66,0.04,0.34,restaurant visit & electronics purchase,Basic
661113,51580,73,0.17,0.39,0.26,flight booking,Basic
851097,44236,12,0.99,0.59,0.04,international travel & online shopping,Gold
499462,53660,22,0.46,0.53,0.05,hotel stay,Basic
701079,30169,86,0.39,0.35,0.15,hotel stay,Basic
879363,52105,53,0.92,0.54,0.11,hotel stay & online shopping,Gold
716784,53012,20,0.53,0.07,0.48,restaurant visit & online shopping,Gold
776653,19939,25,0.71,0.27,0.2,online shopping,Basic
667666,69913,14,0.85,0.26,0.44,restaurant visit & online shopping,Basic
421382,32371,8,0.24,0.2,0.41,fine dining,Basic
880398,51806,48,0.17,0.0,0.41,fine dining,Gold
1238733,73288,12,0.07,0.53,0.11,hotel stay,Gold
804600,68513,59,0.9,0.47,0.22,flight booking & online shopping,Gold
856316,50686,23,0.2,0.39,0.16,flight booking,Gold
973180,42750,68,0.31,0.08,0.49,fine dining,Gold
482667,68950,44,0.29,0.23,0.44,restaurant visit,Basic
1225628,63493,55,0.3,0.55,0.12,flight booking,Gold
850582,37632,13,0.67,0.37,0.16,flight booking & online shopping,Basic
1207964,34102,34,0.95,0.36,0.26,flight booking & electronics purchase,Basic
616741,8552,60,0.33,0.55,0.14,international travel,Basic
1254515,53080,85,0.41,0.34,0.41,flight booking & fine dining,Gold
993788,48346,48,0.77,0.36,0.41,hotel stay & restaurant visit & electronics purchase,Gold
938260,72723,63,0.43,0.21,0.36,restaurant visit,Gold
858506,57181,19,0.93,0.22,0.34,restaurant visit & electronics purchase,Gold
737867,76684,72,0.5,0.41,0.27,flight booking & electronics purchase,Gold
1100132,36052,74,0.35,0.19,0.17,online shopping,Basic
835089,72763,65,0.97,0.34,0.42,flight booking & fine dining & online shopping,Gold
308232,39421,84,0.43,0.17,0.43,restaurant visit,Basic
520703,65551,94,0.23,0.1,0.02,restaurant visit,Basic
753538,20824,27,0.18,0.27,0.2,movie tickets,Basic
877499,54702,81,1.0,0.13,0.01,online shopping,Platinum
785852,10306,51,0.75,0.54,0.42,international travel & restaurant visit & electronics purchase,Basic
1104742,44657,21,0.41,0.18,0.09,fine dining,Gold
312224,58807,61,0.83,0.36,0.34,hotel stay & fine dining & electronics purchase,Basic
835896,39580,58,0.55,0.16,0.18,electronics purchase,Basic
345505,28991,95,0.32,0.15,0.41,fine dining,Basic
989928,66922,56,0.74,0.21,0.25,online shopping,Gold
776385,47930,26,0.75,0.55,0.16,international travel & online shopping,Gold
904902,40208,87,0.5,0.23,0.16,electronics purchase,Gold
584029,50837,43,0.05,0.49,0.16,international travel,Platinum
1119866,102733,17,0.08,0.12,0.39,fine dining,Gold
1060431,73070,82,0.79,0.03,0.36,restaurant visit & electronics purchase,Gold
945886,73251,99,0.82,0.47,0.16,international travel & electronics purchase,Gold
767620,58710,70,0.68,0.33,0.25,flight booking & electronics purchase,Gold
944964,53329,56,0.84,0.3,0.04,flight booking & electronics purchase,Gold
623276,5000,18,0.72,0.16,0.41,restaurant visit & electronics purchase,Basic
1013888,36420,77,0.9,0.04,0.13,electronics purchase,Basic
1212370,40388,78,0.15,0.29,0.44,fine dining,Gold
1067652,12502,67,0.39,0.52,0.3,hotel stay,Basic
617599,26851,75,0.46,0.07,0.28,online shopping,Basic
890354,10383,32,0.3,0.56,0.08,flight booking,Basic
476714,49233,93,0.73,0.16,0.03,electronics purchase,Basic
943097,66375,50,0.91,0.32,0.28,international travel & electronics purchase,Gold
912650,72135,32,0.41,0.04,0.23,fuel refill,Gold
332545,58295,6,0.94,0.26,0.06,electronics purchase,Basic
509554,30732,21,0.52,0.08,0.42,restaurant visit & electronics purchase,Basic
729215,11358,63,0.52,0.03,0.21,online shopping,Platinum
724785,14862,56,0.6,0.58,0.13,international travel & online shopping,Basic
497630,24620,8,0.27,0.44,0.39,international travel & fine dining,Basic
897244,32222,81,0.38,0.43,0.46,flight booking & restaurant visit,Basic
862868,46805,86,0.55,0.05,0.15,online shopping,Gold
751432,29716,7,0.94,0.56,0.39,international travel & restaurant visit & electronics purchase,Basic
611052,56779,41,0.64,0.28,0.33,fine dining & online shopping,Basic
1062176,45354,28,0.33,0.51,0.49,international travel & fine dining,Gold
1213851,50210,76,0.01,0.01,0.1,restaurant visit,Gold
679109,72805,39,0.98,0.18,0.48,fine dining & online shopping,Basic
646958,26395,6,0.49,0.6,0.16,hotel stay,Basic
922801,58374,37,0.94,0.26,0.21,electronics purchase,Gold
710492,49720,80,0.55,0.53,0.18,flight booking & electronics purchase,Gold
765150,43330,90,0.61,0.2,0.13,electronics purchase,Gold
984913,67705,81,0.71,0.32,0.35,hotel stay & restaurant visit & online shopping,Gold
322660,67580,14,0.32,0.51,0.29,hotel stay,Basic
1129575,31070,85,0.7,0.36,0.15,flight booking & online shopping,Basic
818170,46356,66,0.53,0.44,0.07,flight booking & online shopping,Gold
697126,55624,47,0.67,0.14,0.16,electronics purchase,Basic
777691,44539,73,0.84,0.09,0.19,electronics purchase,Gold
790607,61700,63,0.18,0.14,0.19,hotel stay,Gold
367199,55623,13,0.61,0.3,0.18,electronics purchase,Basic
1173734,86651,81,0.05,0.48,0.02,international travel,Gold
810331,19394,64,0.1,0.21,0.23,fuel refill,Basic
910750,47551,67,0.67,0.34,0.42,hotel stay & restaurant visit & electronics purchase,Gold
1037887,31829,56,0.07,0.48,0.09,international travel,Basic
544709,62082,27,0.6,0.14,0.07,electronics purchase,Platinum
918367,17656,34,0.22,0.53,0.24,hotel stay,Basic
733089,56926,47,0.3,0.57,0.19,flight booking,Gold
1011692,37399,72,0.13,0.02,0.28,online shopping,Basic
268193,35316,25,0.25,0.04,0.47,fine dining,Basic
775226,21070,47,0.82,0.05,0.38,restaurant visit & online shopping,Basic
649294,40698,77,0.64,0.47,0.34,international travel & fine dining & electronics purchase,Basic
908065,71690,11,0.95,0.11,0.21,electronics purchase,Gold
917511,49496,20,0.05,0.44,0.14,hotel stay,Gold
623093,62553,27,0.79,0.26,0.27,electronics purchase,Platinum
621956,83292,62,0.7,0.5,0.44,international travel & restaurant visit & online shopping,Basic
772333,55275,91,0.26,0.49,0.44,hotel stay & restaurant visit,Gold
575839,38824,35,0.73,0.58,0.22,hotel stay & online shopping,Basic
1010495,59345,73,0.72,0.15,0.12,online shopping,Gold
707698,39114,10,0.46,0.14,0.11,fuel refill,Basic
200000,39911,69,0.69,0.02,0.02,electronics purchase,Basic
706294,19602,63,0.44,0.25,0.42,restaurant visit,Basic
540364,68525,32,0.34,0.28,0.13,hotel stay,Basic
392181,42279,22,0.47,0.58,0.18,flight booking,Basic
490643,53641,92,0.9,0.5,0.4,flight booking & restaurant visit & online shopping,Basic
827352,29280,81,0.38,0.1,0.06,fuel refill,Basic
1132160,58718,14,0.4,0.48,0.23,hotel stay,Gold
878296,34761,11,0.61,0.11,0.06,electronics purchase,Basic
648374,47165,41,0.75,0.05,0.22,electronics purchase,Basic
913976,67556,49,0.73,0.5,0.02,international travel & electronics purchase,Platinum
685227,65815,90,0.02,0.59,0.26,hotel stay,Basic
626349,49559,20,0.69,0.05,0.4,restaurant visit & electronics purchase,Basic
511409,14637,92,0.45,0.49,0.34,international travel & restaurant visit,Basic
362042,109856,18,0.52,0.52,0.25,hotel stay & online shopping,Basic
702519,84917,15,0.56,0.07,0.41,fine dining & online shopping,Platinum
839513,64453,87,0.73,0.17,0.11,online shopping,Gold
775844,34935,91,0.83,0.44,0.42,international travel & fine dining & electronics purchase,Platinum
696008,47728,38,0.65,0.48,0.14,international travel & online shopping,Basic
563563,39131,64,0.56,0.21,0.18,online shopping,Basic
952061,75277,17,0.37,0.1,0.06,fine dining,Gold
470717,55250,43,0.14,0.39,0.05,hotel stay,Basic
994006,34316,48,0.96,0.42,0.47,flight booking & fine dining & online shopping,Basic
549445,40584,32,0.46,0.3,0.09,hotel stay,Platinum
611891,72423,44,0.57,0.09,0.17,online shopping,Basic
433303,82001,20,0.75,0.51,0.26,flight booking & electronics purchase,Basic
674649,80566,54,0.07,0.39,0.17,international travel,Basic
1043828,65140,32,0.86,0.52,0.44,flight booking & fine dining & electronics purchase,Gold
928907,44947,72,0.8,0.56,0.45,international travel & fine dining & online shopping,Gold
1044605,5000,96,0.77,0.48,0.16,international travel & electronics purchase,Basic
930535,55943,64,0.02,0.58,0.05,hotel stay,Gold
524082,49963,16,0.53,0.57,0.11,flight booking & online shopping,Basic
717302,52799,20,0.05,0.37,0.24,international travel,Gold
604950,51077,57,0.55,0.44,0.14,hotel stay & electronics purchase,Basic
1132643,23474,58,0.72,0.42,0.23,international travel & online shopping,Basic
500802,61148,53,0.12,0.37,0.38,flight booking & fine dining,Basic
1023424,62644,40,0.69,0.01,0.21,online shopping,Gold
1023238,63646,66,0.45,0.21,0.1,flight booking,Gold
1257405,68931,88,0.81,0.06,0.18,electronics purchase,Gold
697578,62081,30,0.53,0.18,0.37,restaurant visit & electronics purchase,Basic
978080,41799,60,0.34,0.04,0.21,restaurant visit,Gold
1370412,48583,94,0.33,0.55,0.12,international travel,Gold
645589,51822,26,0.9,0.27,0.21,electronics purchase,Basic
416239,52153,77,0.45,0.11,0.23,movie tickets,Basic
329997,69964,73,0.41,0.35,0.15,hotel stay,Basic
978178,62873,85,0.04,0.12,0.5,fine dining,Gold
329212,91546,53,0.36,0.48,0.38,international travel & fine dining,Basic
706920,94129,6,0.85,0.18,0.35,restaurant visit & electronics purchase,Gold
909328,51592,57,0.76,0.19,0.43,restaurant visit & electronics purchase,Gold
846293,5000,11,0.22,0.52,0.33,hotel stay & fine dining,Basic
906361,74736,81,0.41,0.34,0.4,flight booking & restaurant visit,Gold
855572,39192,24,0.2,0.53,0.21,hotel stay,Basic
1119716,33970,98,0.95,0.25,0.25,electronics purchase,Basic
561920,42031,34,0.6,0.21,0.02,electronics purchase,Basic
630751,41067,79,0.75,0.3,0.14,hotel stay & online shopping,Basic
606835,62245,99,0.71,0.04,0.18,electronics purchase,Basic
1007547,18811,71,0.87,0.09,0.31,fine dining & online shopping,Basic
1025099,28445,63,0.95,0.13,0.23,online shopping,Basic
912806,56863,70,0.03,0.49,0.3,hotel stay & restaurant visit,Gold
1095873,62458,7,0.98,0.44,0.36,hotel stay & fine dining & electronics purchase,Gold
505489,62830,60,0.87,0.12,0.02,electronics purchase,Basic
1216806,34259,83,0.38,0.17,0.13,electronics purchase,Basic
1180809,30434,21,0.84,0.57,0.09,flight booking & electronics purchase,Basic
983905,39867,56,0.74,0.05,0.09,electronics purchase,Basic
1245449,54797,11,0.79,0.33,0.25,international travel & online shopping,Gold
385844,79709,9,0.22,0.31,0.37,flight booking & restaurant visit,Basic
668887,9051,58,0.65,0.44,0.14,flight booking & electronics purchase,Basic
616174,45585,65,0.03,0.16,0.41,restaurant visit,Basic
